SP_ID,wbID,stroke_exp,pop,y,Townsend.class,NOx.class,Townsend,NOx
05CGFH15,494,5.381922964,1247.18,10,"(5.44,9.2]","(82.1,243]",5,5
05CGFH16,333,3.565033888,1261.17,7,"(5.44,9.2]","(82.1,243]",5,5
05CGFH17,343,3.123053013,1185.92,2,"(0.086,3.11]","(82.1,243]",3,5
05CGFH18,686,2.912881342,1063.64,1,"(3.11,5.44]","(82.1,243]",4,5
05CGFH19,344,1.833590961,713.73,2,"(3.11,5.44]","(82.1,243]",4,5
05CGFH20,968,2.976674534,1204.66,2,"(3.11,5.44]","(82.1,243]",4,5
05CGFH21,502,3.410216028,917.32,3,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFH22,719,3.346384649,969.66,2,"(0.086,3.11]","(82.1,243]",3,5
05CGFH23,137,2.516175063,773.02,1,"(-2.07,0.086]","(82.1,243]",2,5
05CGFH24,139,2.567392936,1110.2,0,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFH25,113,2.924495148,957.4,1,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFH26,316,2.195195193,899.36,3,"(-2.07,0.086]","(82.1,243]",2,5
05CGFH27,709,3.893412783,984.21,3,"(-2.07,0.086]","(82.1,243]",2,5
05CGFH28,184,2.001958807,1090.5,0,"(-2.07,0.086]","(82.1,243]",2,5
05CGFH29,542,0.881176391,1288.3,0,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFH30,118,8.247014082,1257.82,5,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFH31,964,6.276544603,1244.15,5,"(5.44,9.2]","(82.1,243]",5,5
05CGFH32,538,3.257510059,1053.66,5,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFH33,659,2.466171088,987.69,2,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFH34,262,4.259880341,1049.93,5,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFH35,662,3.185921722,1059.31,2,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFH36,664,5.025860552,1088.05,1,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFH37,276,2.666674625,1198.5,4,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFJ02,961,6.86720381,1434.39,12,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFJ03,120,4.393511787,1242.63,3,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFJ04,518,3.192931231,1294.53,2,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFJ05,677,5.091313155,1284.13,6,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGFJ06,673,2.600143962,1150.12,2,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFJ07,436,5.305971869,1130.54,10,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFJ08,669,4.21181003,1408.89,6,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFJ09,668,3.397753063,1393.93,3,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFJ10,955,4.582492551,1245.23,3,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFJ11,954,3.853423894,1307.48,5,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFJ12,953,2.1754062,1053.24,1,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFJ13,277,3.429524416,1256.27,4,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFJ15,952,3.969068137,1546.02,1,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFJ16,951,4.290559435,1417.3,6,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFJ17,224,0.768656032,820.24,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFJ18,949,2.13000071,979.23,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFJ19,671,1.65595011,872.39,3,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFJ20,947,3.338401082,1118.83,5,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFJ21,672,3.081682529,1129.24,1,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFJ22,472,2.135365193,889.23,1,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFJ23,481,3.017743413,713.74,0,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFJ24,223,2.270689528,727.24,2,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFJ25,456,2.965268158,1093.98,2,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFJ26,214,3.241489933,873.92,3,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFJ27,457,4.677869254,1295.06,1,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFJ28,462,3.643556336,1114.54,5,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFJ31,260,1.472132483,1022.29,2,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFJ33,809,5.22391034,1377.76,3,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFJ34,452,2.562654403,1107.87,2,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFJ35,470,3.817454382,1084.47,3,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFJ36,471,5.519084809,1151.09,4,"(5.44,9.2]","[7.8,41.4]",5,1
05CGFK01,946,1.993295829,957.28,2,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFK02,834,4.846868501,1207.84,13,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFK03,948,2.611933804,870.42,2,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFK04,228,1.678640632,558.65,1,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFK05,950,2.482152072,558.74,3,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFK06,838,2.638094869,1044.94,1,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFK07,434,2.73335311,957.41,1,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFK08,956,3.998664979,1099.09,2,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFK09,971,3.050685907,812.61,2,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFK10,958,2.656811199,638.02,2,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFK11,438,2.352942081,452.6,0,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFK12,443,3.205681591,1055.13,4,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFK13,442,4.968882177,1211.11,2,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGFK14,945,3.478035659,1353.63,2,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFK15,528,3.598606127,1128.85,1,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFK16,231,3.608037789,1011.84,4,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFK17,235,2.35699342,1189.67,4,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFK18,842,5.48165575,1194.57,6,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFK19,255,2.15023454,820.78,3,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFK20,960,2.176819917,1379.93,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFK21,146,3.118601433,1367.69,0,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFK22,843,6.62224705,1478.21,12,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFK23,525,2.440400942,972.18,1,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFK24,962,2.979634635,1184.23,3,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFK25,268,5.466062198,1355.31,5,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFK26,846,3.271603745,1300.84,1,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFK27,963,4.613298859,1327.23,5,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFK28,273,2.960160988,1196.49,1,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFK29,848,2.273774233,739.49,2,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFK30,109,1.457052913,1046.64,3,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFK31,823,3.522936039,1215.3,1,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFK32,821,2.631794329,1354.56,5,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFK33,536,2.624174171,1059.22,4,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFK34,839,3.063202801,1122.76,2,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFK35,816,4.221462913,1075.15,4,"(-2.07,0.086]","(82.1,243]",2,5
05CGFK36,147,3.639058962,988.69,4,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFK37,497,3.710785443,1270.6,5,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFL01,817,1.503946344,684.41,2,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFL02,168,2.99793259,929.55,1,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFL03,965,2.113387979,812.77,1,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFL04,349,1.966138213,856.56,0,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFL05,124,1.953929426,751.98,1,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFL06,125,3.341210687,1029.99,1,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFL07,329,3.120671148,1205.61,7,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFL08,327,6.534124056,1431.87,8,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFL09,500,1.956979691,893.05,3,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFL10,501,2.192975179,1074.03,1,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFL11,503,2.953281016,1026.51,2,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFL12,163,2.029164512,906.83,4,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFL13,185,1.800734858,1071.2,2,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFL14,115,2.910965765,936.85,1,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFL15,819,2.994721834,1207.22,4,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFL16,820,8.791754976,1476.06,5,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFL17,324,7.409164006,1260.17,4,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFL18,332,1.280675583,610.25,1,"(0.086,3.11]","(82.1,243]",3,5
05CGFL19,7,2.780999689,803.4,3,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFL20,517,2.742547845,1099.8,2,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFL21,322,4.51782757,1099.52,4,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFL22,321,4.075250559,1064.7,3,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFL23,175,2.275973583,1009.86,2,"(5.44,9.2]","(64.8,82.1]",5,4
05CGFL24,296,7.298670952,1316.68,7,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFL25,138,1.922219039,904.43,0,"(3.11,5.44]","(82.1,243]",4,5
05CGFL26,508,8.381019415,1283.66,17,"(0.086,3.11]","(82.1,243]",3,5
05CGFL27,507,1.16228576,680.9,0,"(0.086,3.11]","(82.1,243]",3,5
05CGFL28,966,6.256556604,1044,1,"(3.11,5.44]","(82.1,243]",4,5
05CGFL29,5,3.354661705,1128.74,2,"(5.44,9.2]","(82.1,243]",5,5
05CGFL30,342,2.606849303,905.11,1,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFL31,967,0.883930512,414.19,1,"(5.44,9.2]","(82.1,243]",5,5
05CGFL32,822,1.070136396,536.48,0,"(5.44,9.2]","(82.1,243]",5,5
05CGFL33,346,1.429643631,570.15,4,"(3.11,5.44]","(82.1,243]",4,5
05CGFL34,841,1.669065557,800.25,1,"(3.11,5.44]","(82.1,243]",4,5
05CGFM01,969,3.106868516,1097.38,1,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFM02,498,3.084297519,942.04,1,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFM03,825,2.666026511,1332.68,2,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFM04,27,3.598264612,919.36,1,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFM05,116,2.650486669,742.46,2,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFM06,826,4.770936376,999.28,2,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFM08,827,1.717976368,1006.6,1,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFM09,511,2.51775199,1388.67,2,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFM10,932,6.425296245,1422.05,5,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFM11,959,2.370799194,1124.52,2,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFM12,492,3.3258901,907.81,0,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFM13,828,2.501454899,912.64,1,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFM14,957,2.336309405,604.33,0,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFM15,487,3.699066679,900.68,1,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFM16,486,3.676722331,826.71,4,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFM17,920,4.102974949,1119.15,4,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFM18,485,4.592183247,886.11,4,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFM19,204,1.559862517,621.82,1,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFM20,515,3.899976841,1084.44,1,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFM21,288,5.503641358,1309.92,11,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFM22,830,3.963395503,1250.34,0,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFM23,815,3.817787642,1559.89,10,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFM24,229,3.637880254,1204.88,4,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFM25,869,6.565095716,1473.18,4,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFM26,292,3.268136734,1478.9,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFM27,532,4.988952346,1285.25,3,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGFM28,873,1.638426959,1065.1,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFM29,527,1.681725326,1194.08,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFM30,234,2.272175882,1273.86,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFM31,289,2.214348061,1163.04,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFM32,872,4.191336682,1377.34,3,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFM33,870,3.649395247,1215.2,2,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFM34,876,3.648555277,1112.04,4,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFM35,535,2.883555124,1088.83,2,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFM36,253,5.236752543,1294.02,3,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFN01,285,5.164349509,1412.04,5,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFN02,871,3.22157463,1304.13,7,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFN03,305,2.535666924,1400.19,3,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFN04,925,3.177375285,1295.33,2,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFN05,310,1.800358985,1117.37,1,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFN06,111,3.964282944,1599.88,3,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFN07,851,1.649731453,1336.39,2,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFN08,308,5.682795446,1590.21,2,"(0.086,3.11]","(82.1,243]",3,5
05CGFN09,477,1.245896259,1167.31,0,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFN10,926,1.672384547,876.18,0,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFN11,927,4.759396712,1717.2,2,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFN12,218,1.758273933,834.68,1,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFN13,514,5.144342285,1161.64,5,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFN14,33,1.441150591,1430.92,2,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFN15,20,2.217820964,1417.2,1,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFN16,215,2.886203267,1114.35,3,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFN17,302,3.650923038,1100.96,2,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFN18,299,7.144550941,1715.79,4,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFN19,854,1.698982685,939.31,0,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFN20,440,2.113052363,1157.12,4,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFN21,856,4.429498587,852.36,7,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFN22,66,4.583739411,1669.9,4,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFN24,448,0.977042035,1155.29,0,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFN25,944,3.656366835,1275.42,2,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFN26,303,5.368757441,1310.61,4,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFN27,860,8.403239383,1512.78,16,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFN28,315,4.277821115,1083.9,2,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFN29,225,8.950436404,1611.54,26,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFN30,298,3.792812791,1379,5,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFN31,70,2.000019989,977.62,1,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFN32,441,3.678489828,1086.63,1,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFN33,859,6.879225017,1231.96,5,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFN34,217,5.459301487,1133.88,2,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFN35,309,7.21961457,1442.97,3,"(3.11,5.44]","[7.8,41.4]",4,1
05CGFP01,850,2.550236832,1065.84,2,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFP02,192,6.747706052,1308.07,2,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFP03,28,2.547126195,1079.19,3,"(3.11,5.44]","(64.8,82.1]",4,4
05CGFP04,435,1.591616009,657,3,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFP05,919,3.354556432,942.68,3,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFP06,196,1.768113745,595.61,1,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFP07,433,3.887388537,1360.97,28,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFP08,437,3.2286125,835.12,2,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFP09,311,1.921361301,572.71,0,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFP10,427,1.74320122,632.72,1,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFP11,431,1.475225094,654.74,0,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFP12,933,3.631688593,892.26,9,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFP13,312,2.771496815,1070.54,1,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFP14,313,2.199181436,787.45,3,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFP15,290,0.857830646,623.17,1,"(-2.07,0.086]","(82.1,243]",2,5
05CGFP16,862,2.592339104,661.38,3,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFP17,307,1.26137107,466.49,1,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFP18,475,5.064754648,1001.95,4,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFP19,863,3.213663769,363.77,2,"(5.44,9.2]","(53.6,64.8]",5,3
05CGFP20,219,3.975598316,702.69,8,"(0.086,3.11]","(82.1,243]",3,5
05CGFP21,469,1.726778782,565.95,2,"(0.086,3.11]","(53.6,64.8]",3,3
05CGFP22,864,2.806141069,981.1,0,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFP23,468,5.357995582,1223.15,6,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFP24,865,3.53992407,1147.1,1,"(3.11,5.44]","(53.6,64.8]",4,3
05CGFP25,47,1.629865926,1452.63,5,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFP26,466,1.580712976,436.74,3,"(-2.07,0.086]","(82.1,243]",2,5
05CGFP27,464,2.110369369,664,1,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFP28,282,2.312679963,788.38,15,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFP29,460,4.207153638,1359.56,10,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFP30,866,3.040887187,999.22,0,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFP31,459,3.961102224,1239.08,3,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFP32,458,2.16036759,1017.38,1,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFP33,283,2.548807085,786.32,1,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFP34,867,2.581886737,809.86,2,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFP35,868,1.595389238,923.29,0,"(-2.07,0.086]","(82.1,243]",2,5
05CGFP36,286,1.902587339,682.98,3,"(0.086,3.11]","(82.1,243]",3,5
05CGFP37,541,1.776760325,1019.44,4,"(5.44,9.2]","(41.4,53.6]",5,2
05CGFP38,935,2.064490077,636.94,14,"(-2.07,0.086]","(82.1,243]",2,5
05CGFP39,566,2.475730996,578.47,2,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFQ01,251,2.730439596,1055.4,2,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFQ02,753,2.511461776,968.53,1,"[-6.54,-2.07]","[7.8,41.4]",1,1
05CGFQ03,287,1.580907505,665.35,1,"[-6.54,-2.07]","(41.4,53.6]",1,2
05CGFQ04,2,6.315544699,1464.53,8,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGFQ05,644,2.877279902,1107.82,2,"(-2.07,0.086]","[7.8,41.4]",2,1
05CGFQ06,755,2.172193022,1013.6,1,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFQ07,756,1.971015144,681.95,1,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFQ08,622,0.839005637,513.03,0,"[-6.54,-2.07]","(53.6,64.8]",1,3
05CGFQ09,317,2.6018542,871.65,2,"[-6.54,-2.07]","(64.8,82.1]",1,4
05CGFQ10,31,2.232398626,931.8,7,"(0.086,3.11]","(41.4,53.6]",3,2
05CGFQ11,247,1.888187027,1049.08,0,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFQ12,758,2.929769772,994.76,0,"(-2.07,0.086]","(64.8,82.1]",2,4
05CGFQ13,44,4.75431938,1364.3,2,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFQ14,759,7.362627088,1270.94,7,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFQ15,240,4.280268067,1239.22,4,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFQ16,618,2.973303957,1089.8,2,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFQ17,620,4.050669907,938.46,0,"(-2.07,0.086]","(53.6,64.8]",2,3
05CGFQ18,804,3.206738794,833.21,0,"(0.086,3.11]","(64.8,82.1]",3,4
05CGFQ19,938,4.342536334,1223.54,3,"(-2.07,0.086]","(41.4,53.6]",2,2
05CGFQ20,295,4.076594479,1298.17,4,"(0.086,3.11]","[7.8,41.4]",3,1
05CGFQ21,323,4.332085703,1359.12,9,"(3.11,5.44]","(41.4,53.6]",4,2
05CGFQ22,623,1.572268085,648.46,1,"(-2.07,0.086]","(41.4,53.6]",2,2
